"ID","Priority","Audience","Visible when","File","Line","Channel","Prints","Log text","Flagged terms","Why it confuses","Suggested text","Action","Brendan feedback","Decision"
"","Keep","user","default (every run)","Osprey.Tasks/OspreyReportWriter.cs","130","ProgressReporter","","Building the protein-group report over {0} group(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/OspreyReportWriter.cs","262","ProgressReporter","","Per-replicate protein FDR over {0} run(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","380","ProgressReporter","","Writing 2nd-pass FDR scores for {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","1562","LogWarning","","[WARN] Failed to write {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2405","LogWarning","","[WARN] Second-pass FDR: failed to reload PIN features from {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Pass2FdrSidecar.cs","2684","LogWarning","","[WARN] {0}: failed to reload PIN features from {1}: {2}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","946","LogInfo","","Re-scoring {0} files in parallel:","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","955","LogInfo","","{0}. {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1482","LogInfo","","{0} targets had no peak at override boundary (reset to defaults)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1730","LogInfo","","[file] {0}/{1} {2}: skipping (outputs valid)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","1842","LogInfo","","Re-scoring file {0}/{1}: {2}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","2106","ProgressReporter","","Materializing survivors for {0} run(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","2855","ProgressReporter","","Rebuilding first-pass survivors from {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","3073","LogError","","[ERROR] (error)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","3093","LogError","","[ERROR] (error)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","3346","LogInfo","","Gap-fill CWT: {0} hits ({1:F1}s)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileRescoreTask.cs","3486","LogInfo","","Streaming {1} MS1 and {0} MS/MS spectra from cache for {2}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","484","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","579","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","877","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1026","LogError","","[ERROR] Library is empty after loading","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1181","LogInfo","","Library-decoy mode: matched prefixes {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1237","LogInfo","","Loading decoy pairing manifest from {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1248","LogError","","[ERROR] Failed to read decoy pairing manifest {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1282","LogInfo","","Pairing library decoys to targets by amino-acid composition (no manifest provided).","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1297","LogInfo","","Library-decoy pairing: paired {0}/{1} decoys ({2:F1}%); manifest={3}, composition={4}; {5} unpaired decoys, {6} unpaired targets","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1477","LogError","","[ERROR] (retainedError)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1524","LogInfo","","Loading file {0}/{1}: {2} (from {3})","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","1892","LogWarning","","[WARN] Failed to load calibration for {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2102","LogInfo","","[file] {0}/{1} {2}: skipping (outputs valid)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2110","LogInfo","","Scoring file {0}/{1}: {2}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2440","LogWarning","","[WARN] Failed to load calibration for {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2500","LogWarning","","[WARN] Per-file resume: failed to load {0}: {1}; will rescore.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2592","LogWarning","","[WARN] No spectra found in {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2892","LogInfo","","Loaded RT calibration: {0} points, R2={1:F4}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2907","LogInfo","","Loaded MS2 calibration: mean={0:F4} {1}, SD={2:F4}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2922","LogInfo","","Loaded MS1 calibration: mean={0:F4} {1}, SD={2:F4}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","2997","LogInfo","","Saved calibration to {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","3001","LogInfo","","(Warning: failed to save calibration JSON: + ex.Message)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","3071","LogInfo","","Calibration summary [{0}]:","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","3075","LogInfo","","( RT: calibration failed - using fallback RT tolerance)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","3120","LogInfo","","(rtToleranceLine)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","3121","LogInfo","","RT fit: MAD={0:F3} min, residual SD={1:F3} min, R^2={2:F4}, n={3} points","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","3142","LogInfo","","{0} mass: not calibrated","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PerFileScoringTask.cs","3146","LogInfo","","{0} mass: correction={1:F2} {2}, SD={3:F2} {2}, tolerance=+/-{4:F2} {2} (n={5} {6} matches)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/PipelineByproducts.cs","694","ProgressReporter","","{0} over {1} run(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/RescoreHydration.cs","427","ProgressReporter","","Folding first-pass diagnostics...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/ScoringTaskShared.cs","153","LogInfo","","Streaming spectra from cache: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/ScoringTaskShared.cs","156","LogInfo","","(Spectra cache stale or invalid; re-parsing the input.)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/ScoringTaskShared.cs","165","LogWarning","","[WARN] Failed to index spectra cache: {0}. Re-parsing the input.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/ScoringTaskShared.cs","221","LogInfo","","Saved spectra cache ({0} MS2 + {1} MS1, {2:F2} GB) to '{3}'","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/ScoringTaskShared.cs","227","LogWarning","","[WARN] Failed to save spectra cache: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","465","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","466","LogInfo","","Running protein-level FDR at {0:P1}...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","495","LogInfo","","(string.Empty)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","499","LogInfo",""," --task ModelDiagnostics: skipping the .blib write (report only).","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","1252","ProgressReporter","","Selecting peptides passing experiment FDR over {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SecondPassFdrTask.cs","1285","ProgressReporter","","Selecting charge states passing precursor FDR over {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SpectraCacheTask.cs","96","LogInfo","","Caching spectra {0}/{1}: {2}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SpectraCacheTask.cs","118","LogError","","[ERROR] Failed to cache {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SpectraCacheTask.cs","133","LogError","","[ERROR] No MS2 spectra were read from {0}; refusing to stage an empty cache.","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SpectraCacheTask.cs","142","LogInfo","","{0}: ms2={1:N0} ms1={2:N0} {3:N2} GB in {4:N1}s","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/SpectraCacheTask.cs","149","LogInfo","","Cached {0} of {1} file(s) in {2:N1}s","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Stage6Planner.cs","234","ProgressReporter","","Reconciliation scan (pass 1 of 2) across {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Stage6Planner.cs","394","ProgressReporter","","Reconciliation planning (pass 2 of 2) across {0} file(s)...","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Stage6Planner.cs","440","LogInfo","","Reconciliation calibration refit: {0}/{1} files produced refined calibrations","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey.Tasks/Stage6Planner.cs","465","LogInfo","","Reconciliation: skipped (empty consensus; single-file or no cross-file evidence)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/AnalysisPipeline.cs","108","LogInfo","","()","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/AnalysisPipeline.cs","111","LogInfo","","Analysis complete in {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/AnalysisPipeline.cs","116","LogError","","[ERROR] Pipeline failed: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/AnalysisPipeline.cs","117","LogError","","[ERROR] (ex.StackTrace)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/OspreyCommandArgs.cs","150","LogWarning","","[WARN] Unknown FDR method '{0}', defaulting to percolator","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/OspreyCommandArgs.cs","171","LogWarning","","[WARN] Unknown FDR level '{0}', defaulting to both","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/OspreyCommandArgs.cs","191","LogWarning","","[WARN] Unknown shared peptides mode '{0}', defaulting to all","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/OspreyCommandArgs.cs","391","LogWarning","","[WARN] Unknown argument: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/OspreyCommandArgs.cs","529","LogWarning","","[WARN] Unknown fragment unit '{0}', defaulting to ppm","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","98","LogError","","[ERROR] PerFileRescoring, SecondPassFDR, or ModelDiagnostics).","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","117","LogError","","[ERROR] (taskErr)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","150","LogError","","[ERROR] (err)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","172","LogError","","[ERROR] Failed to open log file {0}: {1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","273","LogError","","[ERROR] Library file not found: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","278","LogInfo","","Osprey v{0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","279","LogInfo","","Command: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","288","LogInfo","","Task: {0} (single-task run)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","295","LogInfo","","(Output: per-file .spectra.bin (no scoring; --output and --library are not used))","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","304","LogInfo","","Output: {0} (report only; no other artifact is written)","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","308","LogInfo","","Output: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","310","LogInfo","","Fragment tolerance: {0} {1}ppmTh","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","313","LogInfo","","Run FDR: {0:P1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","314","LogInfo","","Experiment FDR: {0:P1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","319","LogInfo","","(OspreyEnvironment.DescribeExperimentAgg())","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","374","LogInfo","","Protein FDR: {0:P1}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","375","LogInfo","","Threads: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","376","LogInfo","","()","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","398","LogError","","[ERROR] Fatal error: {0}","",""," ","keep","",""
"","Keep","user","default (every run)","Osprey/Program.cs","733","OutWriteLine","","([WARN] {0}, message)","",""," ","keep","",""
"","Gated (dev)","developer (gated)","-d / OSPREY_DUMP_* / OSPREY_DIAG_*","Osprey.Diagnostics/OspreyDiagnosticsLog.cs","62","LogAction","","[BISECT] {0} set - aborting after dump","",""," ","keep behind -d / OSPREY_DUMP_* / OSPREY_DIAG_*","",""
"","Gated (dev)","developer (gated)","--model-diagnostics","Osprey.FDR/ModelDiagnostics/ModelDiagnosticsData.cs","764","ProgressReporter","","Building {0} pass-2 diagnostics card(s)...","",""," ","keep behind --model-diagnostics","",""
"","Gated (dev)","developer (gated)","--model-diagnostics","Osprey.FDR/ModelDiagnostics/ModelDiagnosticsData.cs","1032","ProgressReporter","","Reducing {0} file(s) to best-per-precursor...","code identifier",""," ","keep behind --model-diagnostics","",""
"","Gated (dev)","developer (gated)","-d / OSPREY_DUMP_* / OSPREY_DIAG_*","Osprey.FDR/PercolatorDiagnosticsDump.cs","79","OutWriteLine","","Wrote Stage 5 standardizer dump: {0} ({1} features)","Stage N; code identifier",""," ","keep behind -d / OSPREY_DUMP_* / OSPREY_DIAG_*","",""
"","Gated (dev)","developer (gated)","-d / OSPREY_DUMP_* / OSPREY_DIAG_*","Osprey.FDR/PercolatorDiagnosticsDump.cs","132","OutWriteLine","","Wrote Stage 5 Percolator input dump: {0} ({1} rows)","entry/entries; Stage N",""," ","keep behind -d / OSPREY_DUMP_* / OSPREY_DIAG_*","",""
"","Gated (dev)","developer (gated)","-d / OSPREY_DUMP_* / OSPREY_DIAG_*","Osprey.FDR/PercolatorDiagnosticsDump.cs","203","OutWriteLine","","Wrote Stage 5 subsample dump: {0} ({1} rows)","Stage N",""," ","keep behind -d / OSPREY_DUMP_* / OSPREY_DIAG_*","",""
"","Gated (dev)","developer (gated)","-d / OSPREY_DUMP_* / OSPREY_DIAG_*","Osprey.FDR/PercolatorDiagnosticsDump.cs","252","OutWriteLine","","Wrote Stage 5 SVM weights dump: {0} ({1} folds)","Stage N",""," ","keep behind -d / OSPREY_DUMP_* / OSPREY_DIAG_*","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","108","LogInfo","","[COUNT] {0} Percolator input: {1} entries ({2} targets, {3} decoys, {4} features)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","111","LogInfo","","[COUNT] {0} Percolator features computed: {1} entries with PIN features, {2} fallback","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","165","LogInfo","","[COUNT] {0} Percolator pass [{1}]: {2} targets, {3} decoys at {4:P0} FDR","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","175","LogInfo","","[COUNT] {0} total across files: {1}","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","196","LogInfo","","[COUNT] {0} unique precursors (best q across files): {1}","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","650","LogInfo","","[COUNT] {0} Percolator streaming best-per-precursor: {1} entries ({2} targets, {3} decoys) from {4} total","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","660","LogInfo","","[COUNT] {0} Percolator streaming subsample: {1} entries ({2} targets, {3} decoys)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","750","LogInfo","","[COUNT] {0} Percolator input: {1} entries ({2} targets, {3} decoys, {4} features)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","753","LogInfo","","[COUNT] {0} Percolator features computed: {1} entries with PIN features, {2} fallback","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","871","LogInfo","","[COUNT] {0} Percolator streaming best-per-precursor: {1} entries ({2} targets, {3} decoys) from {4} total","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorEngine.cs","881","LogInfo","","[COUNT] {0} Percolator streaming subsample: {1} entries ({2} targets, {3} decoys)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorScorer.cs","779","LogInfo","","[COUNT] {0} Percolator input: {1} entries ({2} targets, {3} decoys, {4} features)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorScorer.cs","793","LogInfo","","[COUNT] {0} Percolator streaming best-per-precursor: {1} entries ({2} targets, {3} decoys) from {4} total","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorScorer.cs","840","LogInfo","","[COUNT] {0} Percolator streaming subsample: {1} entries ({2} targets, {3} decoys)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorTrainer.cs","84","OutWriteLine","","[TIMING] Percolator setup + standardize: {swSetup.Elapsed.TotalSeconds:F1}s ({n} entries x {nFeatures} features)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorTrainer.cs","139","OutWriteLine","","([COUNT] Percolator best-per-precursor: {0} entries ({1} targets, {2} decoys) from {3} total, bestPerPrecursor.Length, dedupTargets, dedupDecoys, n)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorTrainer.cs","150","OutWriteLine","","([COUNT] Percolator subsample: {0} entries ({1} targets, {2} decoys) from {3} dedup, subN, subTargets, subDecoys, bestPerPrecursor.Length)","entry/entries",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorTrainer.cs","212","OutWriteLine","","([COUNT] Best initial feature: {0} ({1} targets at {2:F0}% FDR), bestFeatName, bestFeatPassing, trainFdr * 100.0)","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorTrainer.cs","599","OutWriteLine","","([TIMING] Percolator fold {0}/{1}: {2:F1}s ({3} iterations), fold + 1, config.NFolds, foldElapsed[fold], foldIterations[fold])","fold (verb)",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/PercolatorTrainer.cs","602","OutWriteLine","","([TIMING] Percolator train all folds (parallel): {0:F1}s, swTrain.Elapsed.TotalSeconds)","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.FDR/PercolatorTrainer.cs","697","OutWriteLine","","( Percolator fold {0}/{1}: iteration {2} of {3} ({4} of {5} targets, {6:F1}% at {7:P0} FDR), r.Fold + 1, _nFolds, iteration + 1, _maxIterations, r.Passing, r.Targets, foldPct, _trainFdr)","fold (verb)",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/ProteinFdrEngine.cs","87","LogInfo","","[COUNT] First-pass detected peptides for protein FDR: {0} unique","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/ProteinFdrEngine.cs","162","LogInfo","","[COUNT] Detected peptides for protein FDR: {0} unique","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/ProteinFdrEngine.cs","171","LogInfo","","[COUNT] Protein parsimony groups: {0}","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.FDR/ProteinFdrEngine.cs","190","LogInfo","","[COUNT] Protein groups passing FDR: {0} at {1:P0}","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.IO/SpectrumBuilder.cs","115","OutWriteLine","","[unsorted-spectrum] spectrum_index={spectrumIndex} n_peaks={mzArray.Length}","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.IO/SpectrumBuilder.cs","119","OutWriteLine","","[unsorted-spectrum] suppressing further lines (>{MaxUnsortedLogLines} per process)","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","-d / OSPREY_DUMP_* / OSPREY_DIAG_*","Osprey.Scoring/ScoringPipeline.cs","188","LogInfo","","[BISECT] OSPREY_DIAG_SEARCH_ENTRY_IDS: will dump {0} entries","entry/entries; OSPREY_* env var",""," ","keep behind -d / OSPREY_DUMP_* / OSPREY_DIAG_*","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Scoring/ScoringPipeline.cs","205","LogInfo","","[BENCH] OSPREY_MAX_SCORING_WINDOWS={0} - capping {1} windows to first {0}","OSPREY_* env var",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Scoring/ScoringPipeline.cs","590","LogInfo","","[TIMING] Per-window: min={0:F2}s, median={1:F2}s, max={2:F2}s (slowest m/z={3:F1} had {4} candidates)","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","278","LogVerbose","","Calibration entrapment library: {0} target-side entries = {1} real targets + {2} entrapment (FDRBench r = {3:F3})","entry/entries",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","295","LogVerbose","","Library RT range: {0:F1}-{1:F1}, mzML RT range: {2:F1}-{3:F1} min","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","318","LogVerbose","","Initial RT tolerance: {0:F1} min","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","357","LogVerbose","","Calibration: library has {0} targets, requesting {1} per attempt ({2} attempt(s) max)all{0}","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Tasks/Calibrator.cs","398","LogInfo","","[TIMING] Calibration sampling (attempt {0}/{1}): {2:F2}s ({3} targets + {4} decoys)","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","569","LogVerbose","","First-pass RT tolerance: {0:F2} min (MAD={1:F3}, robust_SD={2:F3}, residual_SD={3:F3}, {4} points, R^2={5:F4}, min tolerance {6:F2})","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","593","LogVerbose","","Calibration refinement: re-scoring with {0:F2} min tolerance (was {1:F1} min)","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","613","LogVerbose","","Refined RT tolerance: {0:F2} min (MAD={1:F3}, robust_SD={2:F3}, residual_SD={3:F3}, {4} points, R^2={5:F4})","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Tasks/Calibrator.cs","1130","LogInfo","","[TIMING] Calibration pass {0} LDA: {1:F2}s ({2} target wins, {3} decoy wins at 1% FDR)","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Tasks/Calibrator.cs","1133","LogInfo","","[COUNT] Calibration pass {0} LDA winners [{1}]: {2} target wins, {3} decoy wins at 1% FDR","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Tasks/Calibrator.cs","1350","LogInfo","","[TIMING] Calibration pass {0} LOESS fit: {1:F2}s","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","1352","LogVerbose","","RT calibration pass {0}: {1} points, R2={2:F4}, residual SD={3:F3} min, MAD={4:F3}","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Tasks/Calibrator.cs","1611","LogInfo","","[TIMING] Calibration pass {0} scoring: {1:F2}s ({2} matches)","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Tasks/Calibrator.cs","1614","LogInfo","","[COUNT] Calibration pass {0} matches scored [{1}]: {2}","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","1706","LogVerbose","","RT quality filter (pass {0}): {1} -> {2} peptides (removed {3} with S/N < {4:F1})","",""," ","keep behind --verbose","",""
"","Gated (dev)","developer (gated)","--perf-stats","Osprey.Tasks/Calibrator.cs","1711","LogInfo","","[COUNT] Calibration pass {0} high-quality (S/N>=5) [{1}]: {2}","",""," ","keep behind --perf-stats","",""
"","Gated (dev)","developer (gated)","--verbose","Osprey.Tasks/Calibrator.cs","1759","LogVerbose","","MS1 calibration (pass {0}): mean={1:F4} {2}, SD={3:F4} {2}, 3*SD={4:F4} {2} (n={5} precursor matches)","",""," ","keep behind --verbose","",""
